Tarih,Yemek Adi,Fiyat,Maliyet,Hazirlanma Suresi,Garson
2025-11-02 14:01:38,İskender,150,65,8,Garson Ali
2025-11-02 20:33:38,Beyti,160,70,9,Garson Ali
2025-11-02 20:07:38,Ayran,15,4,1,Garson Ali
2025-11-02 18:05:38,İskender,150,65,8,Garson Ali
2025-11-02 15:22:38,Mercimek,40,12,3,Garson Ali
2025-11-02 19:52:38,İskender,150,65,8,Garson Ali
2025-11-02 18:07:38,Ayran,15,4,1,Garson Ayşe
2025-11-02 11:13:38,Beyti,160,70,9,Garson Ayşe
2025-11-02 15:50:38,Beyti,160,70,9,Garson Ayşe
2025-11-02 17:02:38,İskender,150,65,8,Garson Ali
2025-11-02 11:49:38,Su,10,2,1,Garson Mehmet
2025-11-02 12:13:38,Beyti,160,70,9,Garson Ali
2025-11-02 22:58:38,İskender,150,65,8,Garson Ali
2025-11-02 16:54:38,İskender,150,65,8,Garson Ayşe
2025-11-02 12:25:38,İskender,150,65,8,Garson Ayşe
2025-11-02 16:43:38,İskender,150,65,8,Garson Ali
2025-11-02 18:03:38,İskender,150,65,8,Garson Ayşe
2025-11-02 13:59:38,Beyti,160,70,9,Garson Ayşe
2025-11-02 12:36:38,Su,10,2,1,Garson Ayşe
2025-11-02 23:20:38,Adana,140,60,7,Garson Mehmet
2025-11-02 11:19:38,Beyti,160,70,9,Garson Ali
2025-11-02 13:57:38,Ayran,15,4,1,Garson Ali
2025-11-01 19:48:38,İskender,150,65,8,Garson Ali
2025-11-01 11:09:38,Su,10,2,1,Garson Ayşe
2025-11-01 12:27:38,Künefe,80,35,5,Garson Ali
2025-11-01 16:53:38,Beyti,160,70,9,Garson Ali
2025-11-01 17:19:38,Su,10,2,1,Garson Ali
2025-11-01 23:00:38,Beyti,160,70,9,Garson Mehmet
2025-11-01 15:33:38,İskender,150,65,8,Garson Ali
2025-11-01 23:42:38,Su,10,2,1,Garson Ali
2025-11-01 11:11:38,Adana,140,60,7,Garson Mehmet
2025-11-01 16:21:38,Beyti,160,70,9,Garson Ali
2025-11-01 11:02:38,Kola,25,15,1,Garson Ali
2025-11-01 15:19:38,İskender,150,65,8,Garson Ayşe
2025-11-01 18:32:38,Beyti,160,70,9,Garson Mehmet
2025-11-01 16:36:38,Adana,140,60,7,Garson Ayşe
2025-11-01 11:19:38,Adana,140,60,7,Garson Ali
2025-11-01 12:08:38,Kola,25,15,1,Garson Mehmet
2025-11-01 13:05:38,Beyti,160,70,9,Garson Ayşe
2025-11-01 17:21:38,İskender,150,65,8,Garson Ali
2025-11-01 19:23:38,İskender,150,65,8,Garson Zeynep
2025-11-01 11:02:38,Adana,140,60,7,Garson Ali
2025-11-01 12:22:38,İskender,150,65,8,Garson Ayşe
2025-11-01 22:24:38,Su,10,2,1,Garson Zeynep
2025-11-01 21:21:38,Beyti,160,70,9,Garson Ali
2025-11-01 23:50:38,Beyti,160,70,9,Garson Ayşe
2025-11-01 20:32:38,Beyti,160,70,9,Garson Ayşe
2025-11-01 21:39:38,Beyti,160,70,9,Garson Ayşe
2025-11-01 13:55:38,Künefe,80,35,5,Garson Ayşe
2025-11-01 19:42:38,Su,10,2,1,Garson Ayşe
2025-11-01 19:13:38,Kola,25,15,1,Garson Ayşe
2025-11-01 14:08:38,İskender,150,65,8,Garson Ayşe
2025-11-01 20:54:38,Mercimek,40,12,3,Garson Ali
2025-11-01 21:18:38,İskender,150,65,8,Garson Ali
2025-11-01 11:26:38,Beyti,160,70,9,Garson Ayşe
2025-11-01 22:08:38,İskender,150,65,8,Garson Ayşe
2025-11-01 16:33:38,İskender,150,65,8,Garson Zeynep
2025-11-01 12:03:38,Beyti,160,70,9,Garson Ayşe
2025-11-01 15:05:38,Ezogelin,40,12,3,Garson Ayşe
2025-11-01 14:59:38,Künefe,80,35,5,Garson Zeynep
2025-11-01 21:01:38,Künefe,80,35,5,Garson Mehmet
2025-11-01 22:35:38,İskender,150,65,8,Garson Mehmet
2025-11-01 13:08:38,İskender,150,65,8,Garson Ayşe
2025-11-01 21:32:38,Kola,25,15,1,Garson Zeynep
2025-11-01 12:28:38,Beyti,160,70,9,Garson Ali
2025-11-01 14:07:38,Beyti,160,70,9,Garson Ali
2025-11-01 13:37:38,İskender,150,65,8,Garson Ali
2025-11-01 13:54:38,İskender,150,65,8,Garson Ali
2025-11-01 22:52:38,İskender,150,65,8,Garson Ali
2025-11-01 18:04:38,Su,10,2,1,Garson Mehmet
2025-11-01 15:17:38,İskender,150,65,8,Garson Ali
2025-11-01 12:01:38,İskender,150,65,8,Garson Mehmet
2025-10-31 15:08:38,Beyti,160,70,9,Garson Zeynep
2025-10-31 21:16:38,Su,10,2,1,Garson Ali
2025-10-31 13:28:38,Ayran,15,4,1,Garson Ali
2025-10-31 11:18:38,Kola,25,15,1,Garson Ali
2025-10-31 16:51:38,Beyti,160,70,9,Garson Ali
2025-10-31 12:39:38,Beyti,160,70,9,Garson Ali
2025-10-31 12:28:38,Su,10,2,1,Garson Mehmet
2025-10-31 11:09:38,Su,10,2,1,Garson Ali
2025-10-31 11:00:38,Beyti,160,70,9,Garson Ali
2025-10-31 23:34:38,Beyti,160,70,9,Garson Ali
2025-10-31 19:06:38,Su,10,2,1,Garson Ali
2025-10-31 12:18:38,İskender,150,65,8,Garson Ali
2025-10-31 23:14:38,Ezogelin,40,12,3,Garson Ayşe
2025-10-31 21:59:38,Beyti,160,70,9,Garson Zeynep
2025-10-31 23:36:38,Mercimek,40,12,3,Garson Ali
2025-10-31 11:35:38,İskender,150,65,8,Garson Ayşe
2025-10-31 21:46:38,Mercimek,40,12,3,Garson Ali
2025-10-31 14:59:38,Kola,25,15,1,Garson Ali
2025-10-31 17:37:38,Su,10,2,1,Garson Ali
2025-10-31 15:56:38,Su,10,2,1,Garson Ali
2025-10-31 20:45:38,Su,10,2,1,Garson Ayşe
2025-10-31 11:42:38,Beyti,160,70,9,Garson Ayşe
2025-10-31 20:08:38,Ayran,15,4,1,Garson Ayşe
2025-10-31 21:52:38,Su,10,2,1,Garson Ayşe
2025-10-31 11:51:38,Beyti,160,70,9,Garson Ali
2025-10-31 13:22:38,Beyti,160,70,9,Garson Mehmet
2025-10-31 20:30:38,Kola,25,15,1,Garson Ali
2025-10-31 14:16:38,Su,10,2,1,Garson Ayşe
2025-10-31 20:41:38,İskender,150,65,8,Garson Ali
2025-10-31 21:50:38,İskender,150,65,8,Garson Ali
2025-10-30 21:17:38,Künefe,80,35,5,Garson Ali
2025-10-30 13:29:38,Künefe,80,35,5,Garson Ali
2025-10-30 12:16:38,İskender,150,65,8,Garson Zeynep
2025-10-30 11:23:38,Beyti,160,70,9,Garson Ayşe
2025-10-30 15:53:38,Beyti,160,70,9,Garson Ayşe
2025-10-30 14:45:38,Su,10,2,1,Garson Ali
2025-10-30 11:02:38,Beyti,160,70,9,Garson Mehmet
2025-10-30 23:38:38,Beyti,160,70,9,Garson Ali
2025-10-30 19:52:38,Su,10,2,1,Garson Ayşe
2025-10-30 14:38:38,İskender,150,65,8,Garson Ali
2025-10-30 15:21:38,İskender,150,65,8,Garson Ayşe
2025-10-30 15:19:38,Mercimek,40,12,3,Garson Ali
2025-10-30 18:34:38,Ezogelin,40,12,3,Garson Ayşe
2025-10-30 21:00:38,Beyti,160,70,9,Garson Ali
2025-10-30 23:45:38,Su,10,2,1,Garson Ali
2025-10-30 16:37:38,Ezogelin,40,12,3,Garson Ali
2025-10-30 13:50:38,Adana,140,60,7,Garson Ali
2025-10-30 22:45:38,İskender,150,65,8,Garson Mehmet
2025-10-30 15:06:38,Su,10,2,1,Garson Ayşe
2025-10-30 21:38:38,Su,10,2,1,Garson Ayşe
2025-10-30 22:21:38,Su,10,2,1,Garson Zeynep
2025-10-30 22:27:38,Kola,25,15,1,Garson Mehmet
2025-10-30 21:49:38,Kola,25,15,1,Garson Ayşe
2025-10-30 14:23:38,İskender,150,65,8,Garson Ali
2025-10-30 19:28:38,Beyti,160,70,9,Garson Ayşe
2025-10-30 22:13:38,Künefe,80,35,5,Garson Ali
2025-10-30 18:02:38,Kola,25,15,1,Garson Mehmet
2025-10-29 22:37:38,İskender,150,65,8,Garson Mehmet
2025-10-29 15:00:38,Su,10,2,1,Garson Ali
2025-10-29 22:35:38,Ayran,15,4,1,Garson Ali
2025-10-29 15:50:38,Ezogelin,40,12,3,Garson Ali
2025-10-29 15:18:38,İskender,150,65,8,Garson Ali
2025-10-29 20:47:38,Su,10,2,1,Garson Ali
2025-10-29 13:07:38,Beyti,160,70,9,Garson Ali
2025-10-29 13:48:38,İskender,150,65,8,Garson Mehmet
2025-10-29 14:40:38,Mercimek,40,12,3,Garson Ayşe
2025-10-29 13:51:38,İskender,150,65,8,Garson Ali
2025-10-29 14:23:38,Kola,25,15,1,Garson Ayşe
2025-10-29 14:37:38,Beyti,160,70,9,Garson Ali
2025-10-29 11:16:38,Adana,140,60,7,Garson Ayşe
2025-10-29 17:06:38,Gavurdağı,60,20,3,Garson Ali
2025-10-29 11:49:38,Su,10,2,1,Garson Ayşe
2025-10-29 14:19:38,Künefe,80,35,5,Garson Ali
2025-10-29 12:06:38,Ayran,15,4,1,Garson Ali
2025-10-29 17:35:38,İskender,150,65,8,Garson Mehmet
2025-10-29 23:47:38,Su,10,2,1,Garson Ali
2025-10-29 16:48:38,Beyti,160,70,9,Garson Ali
2025-10-29 13:45:38,Su,10,2,1,Garson Ali
2025-10-29 23:09:38,Beyti,160,70,9,Garson Ali
2025-10-29 11:59:38,Su,10,2,1,Garson Ali
2025-10-29 20:58:38,Ayran,15,4,1,Garson Zeynep
2025-10-29 21:46:38,İskender,150,65,8,Garson Ali
2025-10-29 11:29:38,Beyti,160,70,9,Garson Ali
2025-10-29 23:26:38,Künefe,80,35,5,Garson Mehmet
2025-10-29 19:50:38,Su,10,2,1,Garson Ali
2025-10-29 21:03:38,Adana,140,60,7,Garson Zeynep
2025-10-29 17:19:38,Adana,140,60,7,Garson Ayşe
2025-10-29 13:19:38,Beyti,160,70,9,Garson Ali
2025-10-29 13:44:38,Beyti,160,70,9,Garson Ali
2025-10-28 23:55:38,İskender,150,65,8,Garson Ayşe
2025-10-28 15:53:38,Künefe,80,35,5,Garson Zeynep
2025-10-28 23:48:38,Beyti,160,70,9,Garson Ayşe
2025-10-28 23:32:38,Ayran,15,4,1,Garson Zeynep
2025-10-28 15:08:38,Su,10,2,1,Garson Ali
2025-10-28 16:43:38,Beyti,160,70,9,Garson Ali
2025-10-28 20:38:38,Beyti,160,70,9,Garson Ali
2025-10-28 22:13:38,Kola,25,15,1,Garson Ali
2025-10-28 21:40:38,Beyti,160,70,9,Garson Ayşe
2025-10-28 23:19:38,Künefe,80,35,5,Garson Ali
2025-10-28 12:47:38,Su,10,2,1,Garson Ali
2025-10-28 19:31:38,Su,10,2,1,Garson Ali
2025-10-28 22:47:38,Beyti,160,70,9,Garson Ayşe
2025-10-28 13:47:38,Beyti,160,70,9,Garson Ali
2025-10-28 22:46:38,Mercimek,40,12,3,Garson Ali
2025-10-28 13:23:38,Mercimek,40,12,3,Garson Ali
2025-10-28 17:33:38,Su,10,2,1,Garson Mehmet
2025-10-28 20:36:38,Su,10,2,1,Garson Ali
2025-10-28 18:03:38,Su,10,2,1,Garson Ayşe
2025-10-28 14:35:38,Mercimek,40,12,3,Garson Ali
2025-10-28 14:03:38,Su,10,2,1,Garson Ali
2025-10-28 18:20:38,Su,10,2,1,Garson Ali
2025-10-28 16:31:38,Beyti,160,70,9,Garson Ali
2025-10-28 17:33:38,Mercimek,40,12,3,Garson Mehmet
2025-10-28 20:02:38,Beyti,160,70,9,Garson Mehmet
2025-10-28 12:01:38,Adana,140,60,7,Garson Ayşe
2025-10-28 11:40:38,Künefe,80,35,5,Garson Ayşe
2025-10-28 15:17:38,Kola,25,15,1,Garson Ali
2025-10-28 19:49:38,Beyti,160,70,9,Garson Ali
2025-10-27 20:24:38,Kola,25,15,1,Garson Ali
2025-10-27 20:11:38,Adana,140,60,7,Garson Ayşe
2025-10-27 17:04:38,Beyti,160,70,9,Garson Ayşe
2025-10-27 23:34:38,Ezogelin,40,12,3,Garson Ali
2025-10-27 18:16:38,Kola,25,15,1,Garson Ayşe
2025-10-27 16:03:38,Beyti,160,70,9,Garson Ali
2025-10-27 18:05:38,Beyti,160,70,9,Garson Mehmet
2025-10-27 23:26:38,Su,10,2,1,Garson Ali
2025-10-27 23:41:38,Beyti,160,70,9,Garson Ayşe
2025-10-27 19:47:38,Kola,25,15,1,Garson Ali
2025-10-27 22:46:38,Kola,25,15,1,Garson Ayşe
2025-10-27 11:53:38,Beyti,160,70,9,Garson Mehmet
2025-10-27 15:50:38,Beyti,160,70,9,Garson Ali
2025-10-27 11:47:38,Künefe,80,35,5,Garson Ayşe
2025-10-27 17:05:38,Beyti,160,70,9,Garson Ayşe
2025-10-27 14:26:38,Beyti,160,70,9,Garson Ali
2025-10-27 11:10:38,Su,10,2,1,Garson Ali
2025-10-27 23:50:38,Kola,25,15,1,Garson Ali
2025-10-27 22:03:38,Su,10,2,1,Garson Ali
2025-10-27 17:04:38,İskender,150,65,8,Garson Ali
2025-10-27 21:00:38,Beyti,160,70,9,Garson Ayşe
2025-10-27 21:30:38,Su,10,2,1,Garson Ali
2025-10-27 17:26:38,Beyti,160,70,9,Garson Ayşe
2025-10-27 19:33:38,Kola,25,15,1,Garson Ayşe
2025-10-27 14:49:38,Su,10,2,1,Garson Ayşe
2025-10-27 17:30:38,Beyti,160,70,9,Garson Ali
2025-10-27 22:27:38,Kola,25,15,1,Garson Ali
2025-10-27 20:19:38,Beyti,160,70,9,Garson Ali
2025-10-27 22:39:38,Beyti,160,70,9,Garson Ali
2025-10-27 18:02:38,Su,10,2,1,Garson Ali
2025-10-27 17:21:38,Ezogelin,40,12,3,Garson Ali
2025-10-27 21:30:38,Beyti,160,70,9,Garson Ali
2025-10-27 15:04:38,Ayran,15,4,1,Garson Ali
2025-10-27 16:49:38,Mercimek,40,12,3,Garson Ayşe
2025-10-27 14:49:38,İskender,150,65,8,Garson Ali
2025-10-27 15:28:38,Kola,25,15,1,Garson Mehmet
2025-10-26 23:22:38,İskender,150,65,8,Garson Ali
2025-10-26 23:07:38,Beyti,160,70,9,Garson Ali
2025-10-26 16:02:38,Su,10,2,1,Garson Ali
2025-10-26 11:05:38,Ayran,15,4,1,Garson Ali
2025-10-26 16:10:38,Su,10,2,1,Garson Ali
2025-10-26 19:25:38,Su,10,2,1,Garson Ali
2025-10-26 14:38:38,Beyti,160,70,9,Garson Ali
2025-10-26 12:58:38,Su,10,2,1,Garson Ali
2025-10-26 13:42:38,Beyti,160,70,9,Garson Ali
2025-10-26 13:45:38,İskender,150,65,8,Garson Ali
2025-10-26 16:19:38,Adana,140,60,7,Garson Ayşe
2025-10-26 17:57:38,Ezogelin,40,12,3,Garson Ayşe
2025-10-26 16:13:38,Mercimek,40,12,3,Garson Ali
2025-10-26 13:26:38,Ayran,15,4,1,Garson Ali
2025-10-26 15:05:38,Ezogelin,40,12,3,Garson Ali
2025-10-26 15:35:38,Beyti,160,70,9,Garson Ayşe
2025-10-26 18:40:38,Su,10,2,1,Garson Ayşe
2025-10-26 17:04:38,İskender,150,65,8,Garson Mehmet
2025-10-26 19:31:38,Beyti,160,70,9,Garson Ayşe
2025-10-26 15:17:38,Su,10,2,1,Garson Ali
2025-10-26 18:35:38,Su,10,2,1,Garson Mehmet
2025-10-26 14:39:38,Adana,140,60,7,Garson Zeynep
2025-10-26 21:59:38,Beyti,160,70,9,Garson Ayşe
2025-10-26 18:26:38,Adana,140,60,7,Garson Ayşe
2025-10-26 12:58:38,Künefe,80,35,5,Garson Ali
2025-10-26 22:44:38,Beyti,160,70,9,Garson Ali
2025-10-26 18:05:38,Su,10,2,1,Garson Ali
2025-10-26 17:26:38,Su,10,2,1,Garson Ali
2025-10-26 11:24:38,Künefe,80,35,5,Garson Ali
2025-10-26 12:53:38,İskender,150,65,8,Garson Mehmet
2025-10-26 20:23:38,Kola,25,15,1,Garson Ayşe
2025-10-26 21:30:38,İskender,150,65,8,Garson Ali
2025-10-26 12:47:38,İskender,150,65,8,Garson Ali
2025-10-26 12:57:38,Su,10,2,1,Garson Mehmet
2025-10-26 12:04:38,Kola,25,15,1,Garson Ali
2025-10-26 11:06:38,Ezogelin,40,12,3,Garson Ayşe
2025-10-26 15:24:38,Kola,25,15,1,Garson Ali
2025-10-26 15:19:38,Beyti,160,70,9,Garson Ali
2025-10-26 22:19:38,Beyti,160,70,9,Garson Ayşe
2025-10-26 17:34:38,Ayran,15,4,1,Garson Ayşe
2025-10-26 15:56:38,İskender,150,65,8,Garson Ayşe
2025-10-26 23:50:38,Beyti,160,70,9,Garson Ali
2025-10-26 11:07:38,Beyti,160,70,9,Garson Ayşe
2025-10-26 17:42:38,Kola,25,15,1,Garson Mehmet
2025-10-26 18:25:38,Kola,25,15,1,Garson Ayşe
2025-10-26 19:57:38,Su,10,2,1,Garson Ayşe
2025-10-26 21:53:38,İskender,150,65,8,Garson Ayşe
2025-10-26 11:34:38,Ayran,15,4,1,Garson Ali
2025-10-26 21:23:38,İskender,150,65,8,Garson Ayşe
2025-10-26 12:46:38,Su,10,2,1,Garson Ayşe
2025-10-26 20:18:38,Ayran,15,4,1,Garson Ali
2025-10-26 16:14:38,Su,10,2,1,Garson Ali
2025-10-26 11:20:38,Beyti,160,70,9,Garson Ali
2025-10-26 14:46:38,Ezogelin,40,12,3,Garson Ali
2025-10-26 22:32:38,Künefe,80,35,5,Garson Ali
2025-10-26 14:19:38,Mercimek,40,12,3,Garson Ali
2025-10-26 21:04:38,Beyti,160,70,9,Garson Ali
2025-10-26 13:12:38,İskender,150,65,8,Garson Ali
2025-10-26 22:56:38,Su,10,2,1,Garson Ayşe
2025-10-26 20:46:38,Su,10,2,1,Garson Ali
2025-10-26 22:21:38,Kola,25,15,1,Garson Ayşe
2025-10-26 22:02:38,Künefe,80,35,5,Garson Ali
2025-10-26 15:44:38,İskender,150,65,8,Garson Ali
2025-10-26 17:33:38,Adana,140,60,7,Garson Mehmet
2025-10-26 11:35:38,Adana,140,60,7,Garson Ali
2025-10-26 14:59:38,Kola,25,15,1,Garson Ayşe
2025-10-26 15:54:38,İskender,150,65,8,Garson Ali
2025-10-26 14:06:38,İskender,150,65,8,Garson Ayşe
2025-10-26 11:07:38,Beyti,160,70,9,Garson Ayşe
2025-10-26 13:32:38,Su,10,2,1,Garson Ayşe
2025-10-26 19:42:38,Su,10,2,1,Garson Ali
2025-10-26 21:33:38,Mercimek,40,12,3,Garson Ayşe
2025-10-26 22:34:38,İskender,150,65,8,Garson Mehmet
2025-10-26 14:30:38,Beyti,160,70,9,Garson Ali
2025-10-26 16:20:38,Beyti,160,70,9,Garson Mehmet
2025-10-26 20:21:38,Su,10,2,1,Garson Ayşe
2025-10-26 21:35:38,Kola,25,15,1,Garson Ayşe
2025-10-26 17:36:38,Mercimek,40,12,3,Garson Ali
2025-10-26 22:09:38,Beyti,160,70,9,Garson Ali
2025-10-26 15:23:38,Kola,25,15,1,Garson Mehmet
2025-10-26 11:37:38,Adana,140,60,7,Garson Ali
2025-10-26 23:20:38,Beyti,160,70,9,Garson Ali
2025-10-25 22:48:38,Beyti,160,70,9,Garson Mehmet
2025-10-25 11:46:38,Adana,140,60,7,Garson Zeynep
2025-10-25 15:19:38,Adana,140,60,7,Garson Mehmet
2025-10-25 15:02:38,Su,10,2,1,Garson Ali
2025-10-25 14:08:38,Beyti,160,70,9,Garson Ayşe
2025-10-25 13:00:38,Su,10,2,1,Garson Ali
2025-10-25 19:19:38,Ayran,15,4,1,Garson Ali
2025-10-25 14:41:38,Su,10,2,1,Garson Ayşe
2025-10-25 19:42:38,Su,10,2,1,Garson Mehmet
2025-10-25 21:41:38,Adana,140,60,7,Garson Ali
2025-10-25 16:24:38,Ayran,15,4,1,Garson Ali
2025-10-25 17:05:38,Kola,25,15,1,Garson Ayşe
2025-10-25 22:45:38,Beyti,160,70,9,Garson Ali
2025-10-25 21:10:38,Su,10,2,1,Garson Mehmet
2025-10-25 13:54:38,İskender,150,65,8,Garson Mehmet
2025-10-25 12:24:38,Su,10,2,1,Garson Ali
2025-10-25 19:50:38,Su,10,2,1,Garson Ayşe
2025-10-25 20:41:38,Beyti,160,70,9,Garson Ali
2025-10-25 14:20:38,Ezogelin,40,12,3,Garson Ayşe
2025-10-25 13:46:38,Adana,140,60,7,Garson Ali
2025-10-25 23:01:38,Künefe,80,35,5,Garson Ayşe
2025-10-25 22:11:38,Ayran,15,4,1,Garson Ali
2025-10-25 16:08:38,Beyti,160,70,9,Garson Ayşe
2025-10-25 23:25:38,Beyti,160,70,9,Garson Ali
2025-10-25 21:58:38,Beyti,160,70,9,Garson Ali
2025-10-25 11:17:38,Beyti,160,70,9,Garson Ali
2025-10-25 17:48:38,Ayran,15,4,1,Garson Ayşe
2025-10-25 22:54:38,Kola,25,15,1,Garson Mehmet
2025-10-25 11:35:38,Su,10,2,1,Garson Ayşe
2025-10-25 23:05:38,Adana,140,60,7,Garson Ali
2025-10-25 17:43:38,Mercimek,40,12,3,Garson Ayşe
2025-10-25 21:53:38,Beyti,160,70,9,Garson Ali
2025-10-25 16:19:38,Kola,25,15,1,Garson Mehmet
2025-10-25 14:58:38,Su,10,2,1,Garson Ali
2025-10-25 17:59:38,Beyti,160,70,9,Garson Mehmet
2025-10-25 23:35:38,Künefe,80,35,5,Garson Ayşe
2025-10-25 18:50:38,Beyti,160,70,9,Garson Ayşe
2025-10-25 21:41:38,Adana,140,60,7,Garson Mehmet
2025-10-25 11:05:38,Kola,25,15,1,Garson Mehmet
2025-10-25 13:42:38,Kola,25,15,1,Garson Ali
2025-10-25 16:18:38,Beyti,160,70,9,Garson Mehmet
2025-10-25 17:38:38,Beyti,160,70,9,Garson Ayşe
2025-10-25 14:57:38,İskender,150,65,8,Garson Ali
2025-10-25 13:29:38,Ezogelin,40,12,3,Garson Ayşe
2025-10-25 22:45:38,Beyti,160,70,9,Garson Ali
2025-10-25 20:14:38,Künefe,80,35,5,Garson Ali
2025-10-25 21:23:38,İskender,150,65,8,Garson Ali
2025-10-25 21:01:38,Künefe,80,35,5,Garson Mehmet
2025-10-25 16:11:38,Ayran,15,4,1,Garson Ali
2025-10-25 13:37:38,Su,10,2,1,Garson Ali
2025-10-25 15:21:38,Künefe,80,35,5,Garson Ali
2025-10-25 23:17:38,Mercimek,40,12,3,Garson Ali
2025-10-25 23:48:38,Beyti,160,70,9,Garson Ali
2025-10-25 16:52:38,Beyti,160,70,9,Garson Ayşe
2025-10-25 15:09:38,Su,10,2,1,Garson Ayşe
2025-10-25 21:47:38,İskender,150,65,8,Garson Ayşe
2025-10-25 20:58:38,Ayran,15,4,1,Garson Ali
2025-10-25 21:32:38,Beyti,160,70,9,Garson Ali
2025-10-25 16:25:38,Su,10,2,1,Garson Ali
2025-10-25 22:39:38,Beyti,160,70,9,Garson Ali
2025-10-25 15:36:38,İskender,150,65,8,Garson Ali
2025-10-25 16:27:38,Kola,25,15,1,Garson Ali
2025-10-24 17:50:38,Ayran,15,4,1,Garson Mehmet
2025-10-24 12:19:38,Su,10,2,1,Garson Zeynep
2025-10-24 18:11:38,Adana,140,60,7,Garson Ali
2025-10-24 22:46:38,Kola,25,15,1,Garson Ayşe
2025-10-24 17:22:38,Beyti,160,70,9,Garson Ayşe
2025-10-24 13:35:38,Su,10,2,1,Garson Mehmet
2025-10-24 18:03:38,Mercimek,40,12,3,Garson Ali
2025-10-24 14:33:38,Künefe,80,35,5,Garson Ayşe
2025-10-24 22:17:38,Beyti,160,70,9,Garson Mehmet
2025-10-24 19:21:38,Künefe,80,35,5,Garson Ali
2025-10-24 20:49:38,İskender,150,65,8,Garson Ayşe
2025-10-24 17:36:38,Su,10,2,1,Garson Ayşe
2025-10-24 21:25:38,İskender,150,65,8,Garson Zeynep
2025-10-24 21:34:38,Kola,25,15,1,Garson Ayşe
2025-10-24 22:09:38,İskender,150,65,8,Garson Ali
2025-10-24 22:09:38,Künefe,80,35,5,Garson Ayşe
2025-10-24 12:35:38,İskender,150,65,8,Garson Mehmet
2025-10-24 21:28:38,Mercimek,40,12,3,Garson Mehmet
2025-10-24 23:35:38,İskender,150,65,8,Garson Ayşe
2025-10-24 12:46:38,Beyti,160,70,9,Garson Ali
2025-10-24 19:21:38,Adana,140,60,7,Garson Ali
2025-10-24 19:45:38,Su,10,2,1,Garson Ali
2025-10-24 15:46:38,İskender,150,65,8,Garson Zeynep
2025-10-24 15:25:38,Beyti,160,70,9,Garson Ali
2025-10-24 16:53:38,Kola,25,15,1,Garson Ayşe
2025-10-24 13:15:38,Beyti,160,70,9,Garson Ali
2025-10-24 14:26:38,Gavurdağı,60,20,3,Garson Ayşe
2025-10-24 13:14:38,Adana,140,60,7,Garson Ali
2025-10-24 16:49:38,Ayran,15,4,1,Garson Ayşe
2025-10-24 19:09:38,Su,10,2,1,Garson Ali
2025-10-24 19:31:38,İskender,150,65,8,Garson Ayşe
2025-10-24 20:20:38,İskender,150,65,8,Garson Ali
2025-10-24 21:44:38,İskender,150,65,8,Garson Ayşe
2025-10-24 18:21:38,Su,10,2,1,Garson Ali
2025-10-24 13:06:38,İskender,150,65,8,Garson Ali
2025-10-24 20:16:38,İskender,150,65,8,Garson Ali
2025-10-24 14:06:38,İskender,150,65,8,Garson Ali
2025-10-24 18:16:38,Mercimek,40,12,3,Garson Ayşe
2025-10-24 19:42:38,Beyti,160,70,9,Garson Ali
2025-10-24 20:56:38,Ezogelin,40,12,3,Garson Ali
2025-10-23 21:45:38,İskender,150,65,8,Garson Ali
2025-10-23 21:22:38,Su,10,2,1,Garson Ali
2025-10-23 14:50:38,Beyti,160,70,9,Garson Ayşe
2025-10-23 22:29:38,Su,10,2,1,Garson Ali
2025-10-23 20:17:38,Su,10,2,1,Garson Zeynep
2025-10-23 17:30:38,Su,10,2,1,Garson Mehmet
2025-10-23 21:52:38,Kola,25,15,1,Garson Mehmet
2025-10-23 22:54:38,Kola,25,15,1,Garson Mehmet
2025-10-23 13:31:38,Beyti,160,70,9,Garson Ayşe
2025-10-23 22:58:38,Su,10,2,1,Garson Ali
2025-10-23 12:56:38,Kola,25,15,1,Garson Ali
2025-10-23 21:46:38,İskender,150,65,8,Garson Ayşe
2025-10-23 12:15:38,İskender,150,65,8,Garson Ali
2025-10-23 16:46:38,Kola,25,15,1,Garson Ayşe
2025-10-23 23:10:38,Künefe,80,35,5,Garson Ali
2025-10-23 12:21:38,Beyti,160,70,9,Garson Ali
2025-10-23 17:25:38,Ayran,15,4,1,Garson Ayşe
2025-10-23 17:38:38,Ayran,15,4,1,Garson Ali
2025-10-23 22:14:38,Su,10,2,1,Garson Ali
2025-10-23 22:03:38,Adana,140,60,7,Garson Mehmet
2025-10-23 23:31:38,İskender,150,65,8,Garson Ali
2025-10-23 23:22:38,Beyti,160,70,9,Garson Ayşe
2025-10-23 15:08:38,İskender,150,65,8,Garson Ali
2025-10-23 17:15:38,Kola,25,15,1,Garson Mehmet
2025-10-23 13:05:38,İskender,150,65,8,Garson Ali
2025-10-23 12:46:38,Beyti,160,70,9,Garson Ali
2025-10-23 23:49:38,Kola,25,15,1,Garson Ayşe
2025-10-23 16:21:38,Künefe,80,35,5,Garson Zeynep
2025-10-23 14:45:38,İskender,150,65,8,Garson Mehmet
2025-10-23 23:18:38,Künefe,80,35,5,Garson Ayşe
2025-10-23 13:47:38,Beyti,160,70,9,Garson Ali
2025-10-23 13:36:38,Kola,25,15,1,Garson Ali
2025-10-23 14:23:38,Su,10,2,1,Garson Ayşe
2025-10-23 19:21:38,İskender,150,65,8,Garson Ayşe
2025-10-23 14:56:38,Adana,140,60,7,Garson Ayşe
